Title,Title_link,list-card-price,list-card-type,Bedrooms,Bathrooms,list-card-details,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Price / sqft,Monthly cost,Property taxes,House insurance,HOA fees,Utilities
"1381 Graham St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1381-Graham-St-SW-Atlanta-GA-30310/35830590_zpid/,"$310,000",House for sale,3 bds,2 ba,"1,110 sqft",,Single Family,1930,Forced air,Central,No Data,"6,499 sqft",$279,"$1,522",$276/mo,$109/mo,$0/mo,Not included
"1071 White Oak Ave SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1071-White-Oak-Ave-SW-Atlanta-GA-30310/35836080_zpid/,"$344,900",House for sale,3 bds,2 ba,"1,450 sqft",,Single Family,1935,Forced air,Central,No Data,"6,621 sqft",$238,"$1,693",$308/mo,$121/mo,$0/mo,Not included
"344 Wilkinson Dr SE # 1-4, Atlanta, GA 30317",https://www.zillow.com/homedetails/344-Wilkinson-Dr-SE-1-4-Atlanta-GA-30317/2091028238_zpid/,"$950,000",House for sale,3 bds,2 ba,"1,725 sqft",,Single Family,1946,Forced air,Central,Detached Garage,2.1 acres,$551,"$4,838",$879/mo,$333/mo,$0/mo,Not included
"118 Stafford St NW, Atlanta, GA 30314",https://www.zillow.com/homedetails/118-Stafford-St-NW-Atlanta-GA-30314/35844886_zpid/,"$115,000",House for sale,3 bds,1 ba,744 sqft,,Single Family,1938,Other,Other,2 spaces,"6,250 sqft",$155,$613,$103/mo,$40/mo,$0/mo,Not included
"1528 Pineview Ter SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/1528-Pineview-Ter-SW-Atlanta-GA-30311/35848287_zpid/,"$173,000",House for sale,3 bds,2 ba,"1,012 sqft",,Single Family,1950,Forced air,Central,2 spaces,"10,698 sqft",$171,$890,$154/mo,$61/mo,$0/mo,Not included
"72 Walthall St SE # B, Atlanta, GA",https://www.zillow.com/homedetails/72-Walthall-St-SE-B-Atlanta-GA-30316/2082486568_zpid/,"$699,900",New construction,4 bds,3 ba,"2,171 sqft",,Townhouse,2019,Forced air,Central,Attached Garage,"8,145 sqft",$322,"$3,541",$624/mo,$245/mo,$0/mo,Not included
"71 Vannoy St SE, Atlanta, GA 30317",https://www.zillow.com/homedetails/71-Vannoy-St-SE-Atlanta-GA-30317/14467928_zpid/,"$415,000",House for sale,3 bds,2 ba,"1,195 sqft",,Single Family,1925,Forced air,Central,4 spaces,"8,712 sqft",$347,"$2,051",$384/mo,$145/mo,$0/mo,Not included
"1854 Evans Dr SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1854-Evans-Dr-SW-Atlanta-GA-30310/35837567_zpid/,"$184,000",House for sale,3 bds,1 ba,972 sqft,,Single Family,1959,Forced air,Central,"Carport, Off street, On street",0.46 acres,$189,$947,$164/mo,$64/mo,$0/mo,Not included
"Danforth Plan, Cascades",https://www.zillow.com/community/cascades/2084012312_zpid/,"$194,900+",New construction,2 bds,2.5 ba,"1,451 sqft",,Townhouse,2019,No Data,No Data,2 spaces,No Data,$134,"$1,003",,,,
"248 Holderness St SW, Atlanta, GA 30314",https://www.zillow.com/homedetails/248-Holderness-St-SW-Atlanta-GA-30314/35834897_zpid/,"$125,000",House for sale,2 bds,1 ba,913 sqft,,Single Family,1945,Forced air,Central,No Data,"7,884 sqft",$137,$666,$111/mo,$44/mo,$0/mo,Not included
"170 Boulevard SE APT E309, Atlanta, GA 30312",https://www.zillow.com/homedetails/170-Boulevard-SE-APT-E309-Atlanta-GA-30312/2114757719_zpid/,"$500,000",Condo for sale,2 bds,2 ba,"1,865 sqft",,Condo,2005,Forced air,Central,No Data,$42/month,$268,"$2,497",$446/mo,$175/mo,$42/mo,Not included
"1331 Lockhaven Cir SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/1331-Lockhaven-Cir-SW-Atlanta-GA-30311/35849003_zpid/,"$269,900",House for sale,3 bds,2 ba,"1,164 sqft",,Single Family,1945,Forced air,Central,1 space,0.3 acres,$232,"$1,325",$241/mo,$94/mo,$0/mo,Not included
"625 Piedmont Ave NE UNIT 1004, Atlanta, GA 30308",https://www.zillow.com/homedetails/625-Piedmont-Ave-NE-UNIT-1004-Atlanta-GA-30308/2096459885_zpid/,"$339,900",Condo for sale,1 bd,1 ba,965 sqft,,Condo,2009,Forced air,Central,1 space,$317/month,$352,"$1,986",$303/mo,$119/mo,$317/mo,Not included
"625 Piedmont Ave NE UNIT 1002, Atlanta, GA 30308",https://www.zillow.com/homedetails/625-Piedmont-Ave-NE-UNIT-1002-Atlanta-GA-30308/2091133533_zpid/,"$334,900",Condo for sale,1 bd,1 ba,915 sqft,,Condo,2009,Forced air,Central,1 space,$317/month,$366,"$1,961",$299/mo,$117/mo,$317/mo,Not included
"1781 Langston Ave SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1781-Langston-Ave-SW-Atlanta-GA-30310/35837225_zpid/,"$339,900",House for sale,3 bds,2 ba,"1,577 sqft",,Single Family,1940,Forced air,Central,No Data,"6,926 sqft",$216,"$1,669",$303/mo,$119/mo,$0/mo,Not included
"840 Teton Ave SE, Atlanta, GA 30312",https://www.zillow.com/homedetails/840-Teton-Ave-SE-Atlanta-GA-30312/35871808_zpid/,"$225,000",House for sale,3 bds,1 ba,875 sqft,,Single Family,1952,Forced air,Other,1 space,"8,624 sqft",$257,"$1,158",$201/mo,$79/mo,$0/mo,Not included
"1224 Avondale Ave SE, Atlanta, GA 30312",https://www.zillow.com/homedetails/1224-Avondale-Ave-SE-Atlanta-GA-30312/35871843_zpid/,"$225,000",House for sale,3 bds,1 ba,875 sqft,,Single Family,1960,Forced air,Other,Carport,0.29 acres,$257,"$1,158",$201/mo,$79/mo,$0/mo,Not included
"798 Little Pl SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/798-Little-Pl-SE-Atlanta-GA-30315/69345629_zpid/,"$325,000",House for sale,3 bds,4 ba,"2,080 sqft",,Single Family,2005,Forced air,Central,No Data,"3,101 sqft",$156,"$1,595",$290/mo,$114/mo,$0/mo,Not included
"208 Haralson Ln NE, Atlanta, GA",https://www.zillow.com/homedetails/208-Haralson-Ln-NE-Atlanta-GA-30307/283677898_zpid/,"$1,170,000",New construction,6 bds,5 ba,"3,162 sqft",,Single Family,2019,"Forced air, Heat pump",Central,Detached Garage,"6,621 sqft",$370,"$5,919","$1,043/mo",$410/mo,$0/mo,Not included
"702 Boulevard Se, Atlanta, GA 30312",https://www.zillow.com/homedetails/702-Boulevard-Se-Atlanta-GA-30312/35867637_zpid/,"$799,990",House for sale,5 bds,5 ba,"4,382 sqft",,Single Family,1907,Forced air,Central,2 spaces,"8,755 sqft",$183,"$4,047",$713/mo,$280/mo,$0/mo,Not included
"42 Joseph E Lowery Blvd NW, Atlanta, GA 30314",https://www.zillow.com/homedetails/42-Joseph-E-Lowery-Blvd-NW-Atlanta-GA-30314/69343484_zpid/,"$90,000",Lot / Land for sale,"4,007 sqft lot",,,None,,,,,,,,$479,$80/mo,$32/mo,$0/mo,Not included
"791 Wylie St SE APT 510, Atlanta, GA 30316",https://www.zillow.com/homedetails/791-Wylie-St-SE-APT-510-Atlanta-GA-30316/2103315990_zpid/,"$259,900",House for sale,1 bd,1 ba,724 sqft,,Single Family,2003,Forced air,Central,1 space,No Data,$359,"$1,477",$232/mo,$91/mo,$201/mo,Not included
"1558 Marona St NE, Atlanta, GA 30307",https://www.zillow.com/homedetails/1558-Marona-St-NE-Atlanta-GA-30307/14468834_zpid/,"$315,000",House for sale,4 bds,3 ba,"1,478 sqft",,Single Family,1988,Forced air,Central,2 spaces,"8,712 sqft",$213,"$1,557",$291/mo,$110/mo,$0/mo,Not included
"741 Knox Dr SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/741-Knox-Dr-SE-Atlanta-GA-30315/171414368_zpid/,"$319,900",Coming soon,4 bds,3 ba,"2,100 sqft",None,Single Family,2019,Heat pump,Central,"Off street, Detached Garage",0.49 acres,$152,"$1,570",$285/mo,$112/mo,$0/mo,Not included
"480 John Wesley Dobbs Ave NE UNIT 427, Atlanta, GA 30312",https://www.zillow.com/homedetails/480-John-Wesley-Dobbs-Ave-NE-UNIT-427-Atlanta-GA-30312/88814421_zpid/,"$235,000",Condo for sale,1 bd,1 ba,795 sqft,,Condo,2007,Forced air,Central,No Data,$292/month,$296,"$1,501",$210/mo,$82/mo,$292/mo,Not included
"1799 Richmond Ave SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/1799-Richmond-Ave-SE-Atlanta-GA-30315/35876552_zpid/,"$220,000",House for sale,3 bds,2 ba,"1,400 sqft",,Single Family,1960,Forced air,Central,No Data,"8,407 sqft",$157,"$1,132",$196/mo,$77/mo,$0/mo,Not included
"676 Mcdonough Blvd SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/676-Mcdonough-Blvd-SE-Atlanta-GA-30315/35873600_zpid/,"$224,000",House for sale,3 bds,2 ba,"1,150 sqft",,Single Family,2003,Forced air,Central,Detached Garage,"10,018 sqft",$195,"$1,153",$200/mo,$78/mo,$0/mo,Not included
"1252 Anchor Ter SW # 30, Atlanta, GA 30311",https://www.zillow.com/homedetails/1252-Anchor-Ter-SW-30-Atlanta-GA-30311/2082514957_zpid/,"$165,900",House for sale,2 bds,2 ba,"1,292 sqft",,Single Family,1948,Forced air,Central,Attached Garage,0.3 acres,$128,$854,$148/mo,$58/mo,$0/mo,Not included
"524 524b Wabash Ave, Atlanta, GA 30312",https://www.zillow.com/homedetails/524-524b-Wabash-Ave-Atlanta-GA-30312/2082517814_zpid/,"$825,000",House for sale,4 bds,4 ba,"2,150 sqft",,Single Family,2019,Forced air,Central,2 spaces,"6,316 sqft",$384,"$4,174",$736/mo,$289/mo,$0/mo,Not included
"520 520a Wabash Ave, Atlanta, GA 30312",https://www.zillow.com/homedetails/520-520a-Wabash-Ave-Atlanta-GA-30312/2082517924_zpid/,"$850,000",House for sale,4 bds,4 ba,"2,047 sqft",,Single Family,2019,Forced air,Central,2 spaces,"6,316 sqft",$415,"$4,300",$758/mo,$298/mo,$0/mo,Not included
"1683 Thornton Pl SW, Atlanta, GA 30315",https://www.zillow.com/homedetails/1683-Thornton-Pl-SW-Atlanta-GA-30315/35891585_zpid/,"$98,000",House for sale,3 bds,2 ba,840 sqft,,Single Family,1958,Forced air,Central,4 spaces,"7,039 sqft",$117,$522,$87/mo,$34/mo,$0/mo,Not included
"1010 Dunning St SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/1010-Dunning-St-SE-Atlanta-GA-30315/35882665_zpid/,"$255,000",Apartment for sale,Studio,-- ba,572 sqft,,Multi Family,1950,Forced air,Central,No Data,$446,,"$1,252",$227/mo,$89/mo,$0/mo,Not included
"1185 Avondale Ave SE, Atlanta, GA 30312",https://www.zillow.com/homedetails/1185-Avondale-Ave-SE-Atlanta-GA-30312/35869690_zpid/,"$275,000",For sale by owner,2 bds,2 ba,"1,213 sqft",,Single Family,1950,Forced air,Central,3 spaces,13 sqft,$227,"$1,350",$245/mo,$96/mo,$0/mo,Not included
"865 Moreland Ave SE, Atlanta, GA 30316",https://www.zillow.com/homedetails/865-Moreland-Ave-SE-Atlanta-GA-30316/35832839_zpid/,"$329,900",House for sale,3 bds,3 ba,"1,881 sqft",,Single Family,1930,Forced air,Other,No Data,"9,844 sqft",$175,"$1,619",$294/mo,$115/mo,$0/mo,Not included
"1103 Kirkwood Ave SE, Atlanta, GA 30316",https://www.zillow.com/homedetails/1103-Kirkwood-Ave-SE-Atlanta-GA-30316/35839290_zpid/,"$379,900",House for sale,3 bds,2 ba,"1,824 sqft",,Single Family,1930,Forced air,Other,No Data,"6,751 sqft",$208,"$1,865",$339/mo,$133/mo,$0/mo,Not included
"1409 Kenilworth Dr SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1409-Kenilworth-Dr-SW-Atlanta-GA-30310/35841102_zpid/,"$217,000",House for sale,3 bds,2 ba,"1,162 sqft",,Single Family,1956,Forced air,Central,No Data,0.25 acres,$187,"$1,117",$193/mo,$76/mo,$0/mo,Not included
"1272 Oakland Ter SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1272-Oakland-Ter-SW-Atlanta-GA-30310/35840985_zpid/,"$289,000",House for sale,3 bds,2 ba,"1,600 sqft",,Single Family,1930,Forced air,Central,Off street,"8,494 sqft",$181,"$1,419",$258/mo,$101/mo,$0/mo,Not included
"1578 Jonesboro Rd SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/1578-Jonesboro-Rd-SE-Atlanta-GA-30315/35883335_zpid/,"$97,000",House for sale,3 bds,2 ba,"1,350 sqft",,Single Family,1920,Other,None,No Data,"8,799 sqft",$72,$517,$86/mo,$34/mo,$0/mo,Not included
"Sheldon Plan, Cascades",https://www.zillow.com/community/cascades/2084012307_zpid/,"$225,900+",New construction,3 bds,2.5 ba,"1,718 sqft",,Townhouse,2019,No Data,No Data,2 spaces,No Data,$131,"$1,162",,,,
"2499 Baxter Rd SW, Atlanta, GA 30315",https://www.zillow.com/homedetails/2499-Baxter-Rd-SW-Atlanta-GA-30315/35829273_zpid/,"Est. $103,011",Pre-foreclosure / Auction,3 bds,1.5 ba,988 sqft,,Single Family,1955,Other,Other,1 space,"9,147 sqft",,$530,$92/mo,$36/mo,$0/mo,Not included
"30 Ormond St SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/30-Ormond-St-SE-Atlanta-GA-30315/35882306_zpid/,"$349,000",House for sale,3 bds,2 ba,"1,312 sqft",,Single Family,1920,Forced air,Central,On street,"3,746 sqft",$266,"$1,713",$311/mo,$122/mo,$0/mo,Not included
"1237 Arkwright Pl SE, Atlanta, GA 30317",https://www.zillow.com/homedetails/1237-Arkwright-Pl-SE-Atlanta-GA-30317/14467750_zpid/,"$463,000",House for sale,4 bds,4 ba,"1,918 sqft",,Single Family,2007,Forced air,Central,Attached Garage,"8,712 sqft",$241,"$2,288",$428/mo,$162/mo,$0/mo,Not included
"16 Wadley St NW, Atlanta, GA 30314",https://www.zillow.com/homedetails/16-Wadley-St-NW-Atlanta-GA-30314/35857536_zpid/,"$135,000",House for sale,3 bds,1 ba,960 sqft,,Single Family,1955,Forced air,Central,"Carport, Attached Garage","6,141 sqft",$141,$695,$120/mo,$47/mo,$0/mo,Not included
"752 Winton Way # 93, Atlanta, GA 30312",https://www.zillow.com/homedetails/752-Winton-Way-93-Atlanta-GA-30312/2093512473_zpid/,"$489,000",Townhouse for sale,3 bds,4 ba,"2,073 sqft",,Townhouse,2017,"Forced air, Heat pump",Central,2 spaces,"1,698 sqft",$236,"$2,591",$436/mo,$171/mo,$190/mo,Not included
"136 Vanira Ave SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/136-Vanira-Ave-SE-Atlanta-GA-30315/35882538_zpid/,"$448,900",House for sale,3 bds,3 ba,"2,250 sqft",,Single Family,1930,Forced air,Central,Off street,"6,316 sqft",$200,"$2,204",$400/mo,$157/mo,$0/mo,Not included
"415 Gartrell St SE # 1, Atlanta, GA 30312",https://www.zillow.com/homedetails/415-Gartrell-St-SE-1-Atlanta-GA-30312/2092808746_zpid/,"$799,000",Make Me Move®,4 bds,3.5 ba,"1,969 sqft",,Townhouse,2017,Forced air,Central,2 spaces,No Data,$245,"$4,217",$712/mo,$280/mo,$175/mo,Not included
"1961 Austin Rd SW, Atlanta, GA 30331",https://www.zillow.com/homedetails/1961-Austin-Rd-SW-Atlanta-GA-30331/35886985_zpid/,"$139,900",House for sale,3 bds,4 ba,"1,502 sqft",,Single Family,1963,Forced air,Central,2 spaces,0.41 acres,$93,$720,$125/mo,$49/mo,$0/mo,Not included
"2168 Martin Luther King Jr Dr SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/2168-Martin-Luther-King-Jr-Dr-SW-Atlanta-GA-30310/2082533782_zpid/,"$115,000",House for sale,2 bds,1 ba,"1,080 sqft",,Single Family,1953,Forced air,Central,No Data,No Data,$106,$613,$103/mo,$40/mo,$0/mo,Not included
"81 Martin Ave SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/81-Martin-Ave-SE-Atlanta-GA-30315/2096333836_zpid/,"$59,900",Lot / Land for sale,"3,920 sqft lot",,,None,,,,,,,,$319,$53/mo,$21/mo,$0/mo,Not included
"219 Degress Ave NE, Atlanta, GA 30307",https://www.zillow.com/homedetails/219-Degress-Ave-NE-Atlanta-GA-30307/35843367_zpid/,"$569,999",House for sale,2 bds,2 ba,"1,490 sqft",,Single Family,1920,Forced air,Central,No Data,"3,123 sqft",$383,"$2,801",$508/mo,$199/mo,$0/mo,Not included
"987 Berne St SE, Atlanta, GA 30316",https://www.zillow.com/homedetails/987-Berne-St-SE-Atlanta-GA-30316/35832434_zpid/,"$500,000",Make Me Move®,3 bds,2 ba,"1,482 sqft",,Single Family,1994,Forced air,Central,"Off street, On street, Attached Garage","8,268 sqft",$337,"$2,455",$446/mo,$175/mo,$0/mo,Not included
"606 Rhodes St NW, Atlanta, GA 30314",https://www.zillow.com/homedetails/606-Rhodes-St-NW-Atlanta-GA-30314/82618920_zpid/,"$525,000",House for sale,4 bds,3 ba,"2,000 sqft",,Single Family,2005,Other,Central,4 spaces,"4,007 sqft",$262,"$2,577",$468/mo,$184/mo,$0/mo,Not included
"1257 Collier St NW, Atlanta, GA 30314",https://www.zillow.com/homedetails/1257-Collier-St-NW-Atlanta-GA-30314/35844522_zpid/,"$70,000",For sale by owner,2 bds,1 ba,776 sqft,,Single Family,1955,Forced air,Central,No Data,"4,356 sqft",$90,$373,$62/mo,$25/mo,$0/mo,Not included
"290 Joseph E Lowery Blvd NW, Atlanta, GA 30314",https://www.zillow.com/homedetails/290-Joseph-E-Lowery-Blvd-NW-Atlanta-GA-30314/35834060_zpid/,"$129,000",Lot / Land for sale,"7,000 sqft lot",,,None,,,,,,,,$664,$115/mo,$45/mo,$0/mo,Not included
"1848 King Charles Rd SW, Atlanta, GA 30331",https://www.zillow.com/homedetails/1848-King-Charles-Rd-SW-Atlanta-GA-30331/35887121_zpid/,"Est. $122,533",Pre-foreclosure / Auction,3 bds,2 ba,"1,470 sqft",,Single Family,1965,Forced air,Central,2 spaces,0.41 acres,,$631,$109/mo,$43/mo,$0/mo,Not included
"1054 White Oak Ave SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1054-White-Oak-Ave-SW-Atlanta-GA-30310/35836097_zpid/,"Est. $187,098",Pre-foreclosure / Auction,3 bds,2 ba,"1,671 sqft",,Single Family,1920,Forced air,Central,2 spaces,0.28 acres,,$963,$167/mo,$65/mo,$0/mo,Not included
"2825 Harrington Pl SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/2825-Harrington-Pl-SW-Atlanta-GA-30311/35866488_zpid/,"Est. $141,847",Pre-foreclosure / Auction,3 bds,2 ba,"1,632 sqft",,Single Family,1970,Forced air,Central,No Data,0.52 acres,,$730,$126/mo,$50/mo,$0/mo,Not included
"775 Reed St SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/775-Reed-St-SE-Atlanta-GA-30315/65441505_zpid/,"Est. $298,966",Foreclosed,4 bds,3 ba,"1,442 sqft",,Single Family,2002,Forced air,Central,No Data,"5,998 sqft",No Data,"$1,468",$267/mo,$105/mo,$0/mo,Not included
"316 Carlyle Park Dr NE, Atlanta, GA 30307",https://www.zillow.com/homedetails/316-Carlyle-Park-Dr-NE-Atlanta-GA-30307/70840055_zpid/,"$308,000",Townhouse for sale,2 bds,2 ba,"1,052 sqft",,Townhouse,2004,Forced air,Central,4 spaces,871 sqft,$293,"$1,723",$285/mo,$108/mo,$201/mo,Not included
"333 Nelson St SW UNIT 232, Atlanta, GA 30313",https://www.zillow.com/homedetails/333-Nelson-St-SW-UNIT-232-Atlanta-GA-30313/92193026_zpid/,"$199,000",Condo for sale,1 bd,1 ba,873 sqft,,Condo,2008,Forced air,Central,1 space,$316/month,$228,"$1,340",$177/mo,$70/mo,$316/mo,Not included
"3627 Ginnis Rd SW UNIT 8, Atlanta, GA 30331",https://www.zillow.com/homedetails/3627-Ginnis-Rd-SW-UNIT-8-Atlanta-GA-30331/69368900_zpid/,"$90,000",Condo for sale,2 bds,3 ba,"1,224 sqft",,Condo,2004,Forced air,Central,2 spaces,$18/month,$74,$497,$80/mo,$32/mo,$18/mo,Not included
"1085 Sims St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1085-Sims-St-SW-Atlanta-GA-30310/35891068_zpid/,"$120,000",House for sale,3 bds,2 ba,"1,120 sqft",,Single Family,1920,Other,Central,No Data,"3,476 sqft",$107,$639,$107/mo,$42/mo,$0/mo,Not included
"1340 Westmont Rd SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/1340-Westmont-Rd-SW-Atlanta-GA-30311/35840741_zpid/,"$349,000",House for sale,4 bds,3 ba,"2,500 sqft",,Single Family,1948,Forced air,Central,2 spaces,"7,501 sqft",$140,"$1,713",$311/mo,$122/mo,$0/mo,Not included
"917 Garibaldi St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/917-Garibaldi-St-SW-Atlanta-GA-30310/35890637_zpid/,"$180,000",House for sale,3 bds,2 ba,742 sqft,,Single Family,1949,Other,Central,4 spaces,"3,998 sqft",$243,$926,$161/mo,$63/mo,$0/mo,Not included
"1317 Bernard St NW, Atlanta, GA 30314",https://www.zillow.com/homedetails/1317-Bernard-St-NW-Atlanta-GA-30314/35844977_zpid/,"$75,000",Lot / Land for sale,"8,398 sqft lot",,,None,,,,,,,,$400,$67/mo,$26/mo,$0/mo,Not included
"1779 N Olympian Way SW, Atlanta, GA",https://www.zillow.com/homedetails/1779-N-Olympian-Way-SW-Atlanta-GA-30310/35847293_zpid/,"$525,000",New construction,6 bds,6 ba,"3,400 sqft",,Single Family,2019,Forced air,Central,2 spaces,"7,492 sqft",$154,"$2,577",$468/mo,$184/mo,$0/mo,Not included
"1406 Desoto Ave SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1406-Desoto-Ave-SW-Atlanta-GA-30310/97990964_zpid/,"$359,000",House for sale,3 bds,3 ba,"1,535 sqft",,Single Family,1925,Other,Central,No Data,"5,706 sqft",$234,"$1,762",$320/mo,$126/mo,$0/mo,Not included
"358 Mcdonough Blvd SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/358-Mcdonough-Blvd-SE-Atlanta-GA-30315/35876966_zpid/,"$365,000",House for sale,3 bds,3 ba,"2,054 sqft",,Single Family,2005,Forced air,Central,Off street,"10,018 sqft",$178,"$1,792",$325/mo,$128/mo,$0/mo,Not included
"252 Wellington St SW, Atlanta, GA 30314",https://www.zillow.com/homedetails/252-Wellington-St-SW-Atlanta-GA-30314/35844177_zpid/,"$325,000",House for sale,3 bds,3 ba,"1,258 sqft",,Single Family,1938,Forced air,Central,No Data,"1,300 sqft",$258,"$1,595",$290/mo,$114/mo,$0/mo,Not included
"2197 Nelms Dr SW, Atlanta, GA 30315",https://www.zillow.com/homedetails/2197-Nelms-Dr-SW-Atlanta-GA-30315/35892115_zpid/,"$149,900",House for sale,2 bds,1 ba,910 sqft,,Single Family,1955,Forced air,Central,No Data,0.28 acres,$165,$771,$134/mo,$52/mo,$0/mo,Not included
"866 Grange Ct SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/866-Grange-Ct-SE-Atlanta-GA-30315/35874438_zpid/,"Est. $91,637",Pre-foreclosure / Auction,3 bds,1 ba,900 sqft,,Single Family,1968,Other,Central,No Data,0.27 acres,,$488,$82/mo,$32/mo,$0/mo,Not included
"681 Casplan St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/681-Casplan-St-SW-Atlanta-GA-30310/35830278_zpid/,"$110,000",House for sale,2 bds,1 ba,700 sqft,None,Single Family,1950,Forced air,Central,No Data,"5,719 sqft",$157,$586,$98/mo,$39/mo,$0/mo,Not included
"3846 Hempstead Way LOT 51, Atlanta, GA",https://www.zillow.com/homedetails/3846-Hempstead-Way-LOT-51-Atlanta-GA-30331/2082557649_zpid/,"$292,315",New construction,4 bds,2 ba,-- sqft,,Single Family,2018,Electric,Central,Attached Garage,No Data,No Data,"$1,455",$261/mo,$102/mo,$20/mo,Not included
"2790 3rd Ave SW, Atlanta, GA 30315",https://www.zillow.com/homedetails/2790-3rd-Ave-SW-Atlanta-GA-30315/35892430_zpid/,"$178,900",House for sale,4 bds,2 ba,"1,301 sqft",,Single Family,1960,Forced air,Central,2 spaces,0.29 acres,$138,$921,$160/mo,$63/mo,$0/mo,Not included
"543 Hopkins St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/543-Hopkins-St-SW-Atlanta-GA-30310/35842836_zpid/,"$405,000",House for sale,3 bds,3 ba,"2,537 sqft",,Single Family,1920,Forced air,Central,"Off street, On street","7,492 sqft",$160,"$1,988",$361/mo,$142/mo,$0/mo,Not included
"509 Atwood St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/509-Atwood-St-SW-Atlanta-GA-30310/35842865_zpid/,"$315,000",House for sale,3 bds,3 ba,"1,600 sqft",,Single Family,1930,Other,Central,6 spaces,"7,501 sqft",$197,"$1,546",$281/mo,$110/mo,$0/mo,Not included
"1143 Boulevard Dr SE, Atlanta, GA 30317",https://www.zillow.com/homedetails/1143-Boulevard-Dr-SE-Atlanta-GA-30317/35838951_zpid/,"$335,000",Lot / Land for sale,"8,276 sqft lot",,,None,,,,,,,,"$1,645",$299/mo,$117/mo,$0/mo,Not included
"375 Highland Ave NE UNIT 701, Atlanta, GA 30312",https://www.zillow.com/homedetails/375-Highland-Ave-NE-UNIT-701-Atlanta-GA-30312/65461133_zpid/,"$340,000",Condo for sale,3 bds,4 ba,"1,478 sqft",,Condo,2000,Forced air,Central,2 spaces,$395/month,$230,"$2,064",$303/mo,$119/mo,$395/mo,Not included
"2160 Maxwell Dr SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/2160-Maxwell-Dr-SW-Atlanta-GA-30311/35867178_zpid/,"$66,000",House for sale,Studio,-- ba,"1,223 sqft",,Single Family,1945,Forced air,Central,No Data,0.26 acres,$54,$352,$59/mo,$23/mo,$0/mo,Not included
"1047 White Oak Ave SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1047-White-Oak-Ave-SW-Atlanta-GA-30310/35836076_zpid/,"Est. $179,066",Pre-foreclosure / Auction,3 bds,2 ba,"1,624 sqft",,Single Family,1920,Other,None,3 spaces,"10,062 sqft",,$921,$160/mo,$63/mo,$0/mo,Not included
"1902 Memorial Dr SE, Atlanta, GA 30317",https://www.zillow.com/homedetails/1902-Memorial-Dr-SE-Atlanta-GA-30317/14466537_zpid/,"$479,000",House for sale,3 bds,3 ba,"1,480 sqft",,Single Family,2004,Forced air,Central,1 space,"4,356 sqft",$324,"$2,367",$443/mo,$168/mo,$0/mo,Not included
"800 Gresham Ave SE, Atlanta, GA 30316",https://www.zillow.com/homedetails/800-Gresham-Ave-SE-Atlanta-GA-30316/14456204_zpid/,"$230,000",House for sale,2 bds,1 ba,955 sqft,None,Single Family,1940,Forced air,Central,No Data,"8,712 sqft",$241,"$1,191",$213/mo,$81/mo,$0/mo,Not included
"2222 Penelope St NW, Atlanta, GA 30314",https://www.zillow.com/homedetails/2222-Penelope-St-NW-Atlanta-GA-30314/35857502_zpid/,"$129,000",House for sale,3 bds,1 ba,"1,080 sqft",,Single Family,1950,Forced air,Central,No Data,"9,234 sqft",$119,$664,$115/mo,$45/mo,$0/mo,Not included
"175 Moreland Ave SE, Atlanta, GA 30316",https://www.zillow.com/homedetails/175-Moreland-Ave-SE-Atlanta-GA-30316/35839312_zpid/,"$500,000",House for sale,2 bds,1 ba,"1,900 sqft",,Single Family,1930,Forced air,Central,2 spaces,"7,492 sqft",$263,"$2,455",$446/mo,$175/mo,$0/mo,Not included
