Address,Title_link,Sale price,list-card-type,Area,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Price / sqft,Green energy,Monthly cost,Principal & interest,Mortage insurance,Property taxes,Home insurance,HOA fees,Utilities
"2000 N Bayshore Dr APT 215, Miami, FL 33137",https://www.zillow.com/homedetails/2000-N-Bayshore-Dr-APT-215-Miami-FL-33137/64486021_zpid/,"$398,500",Condo for sale,"1,107 sqft","$375,041",Condo,2004,Forced air,Central,1 space,$625/month,$360,Great solar potentialSun Number™: 94.3,"$2,623","$1,486/mo",$0/mo,$372/mo,$139/mo,$625/mo,Not included
"808 Brickell Key Dr APT 2404, Miami, FL 33131",https://www.zillow.com/homedetails/808-Brickell-Key-Dr-APT-2404-Miami-FL-33131/43873539_zpid/,"$1,495,000",Condo for sale,"2,510 sqft","$1,401,106",Condo,1998,Forced air,Central,2 spaces,"$1,454/month",$596,Great solar potentialSun Number™: 94.3,"$9,207","$5,834/mo",$0/mo,"$1,395/mo",$523/mo,"$1,454/mo",Not included
"3510 NW 33rd Ave, Miami, FL 33142",https://www.zillow.com/homedetails/3510-NW-33rd-Ave-Miami-FL-33142/44163186_zpid/,"$240,000",House for sale,983 sqft,"$235,045",Single Family,1959,Forced air,Central,2 spaces,"3,645 sqft",$244,Great solar potentialSun Number™: 89.3,"$1,224",$916/mo,$0/mo,$224/mo,$84/mo,$0/mo,Not included
"174 Shore Dr S, Miami, FL 33133",https://www.zillow.com/homedetails/174-Shore-Dr-S-Miami-FL-33133/43853784_zpid/,"$1,549,000",House for sale,"2,934 sqft","$1,425,365",Single Family,1955,Forced air,Central,4 spaces,"8,999 sqft",$528,Great solar potentialSun Number™: 92.63,"$8,041","$6,045/mo",$0/mo,"$1,446/mo",$542/mo,$8/mo,Not included
"1030 SW 87th Ave # A-1, Miami, FL 33174",https://www.zillow.com/homedetails/1030-SW-87th-Ave-A-1-Miami-FL-33174/44182047_zpid/,"$299,900",Townhouse for sale,"1,136 sqft","$286,860",Townhouse,1982,Forced air,Central,No Data,No Data,$264,Great solar potentialSun Number™: 94.14,"$1,743","$1,118/mo",$0/mo,$280/mo,$105/mo,$240/mo,Not included
"Unit 4906 Plan, PARAMOUNT Miami Worldcenter",https://www.zillow.com/community/paramount-miami-worldcenter/2082434293_zpid/,"$891,000+",New construction,"1,318 sqft","$846,655",Condo,2019,No Data,No Data,1 space,No Data,$676,Great solar potentialSun Number™: 94.3,"$4,620",,,,,,
"253 NE 2nd St APT 3709, Miami, FL 33132",https://www.zillow.com/homedetails/253-NE-2nd-St-APT-3709-Miami-FL-33132/92441938_zpid/,"$565,000",Condo for sale,"1,363 sqft","$529,161",Condo,2008,Forced air,Central,1 space,"$1,045/month",$415,Great solar potentialSun Number™: 94.3,"$3,877","$2,107/mo",$0/mo,$527/mo,$198/mo,"$1,045/mo",Not included
"3028 SW 21st St, Miami, FL 33145",https://www.zillow.com/homedetails/3028-SW-21st-St-Miami-FL-33145/43848789_zpid/,"$460,000",House for sale,"2,469 sqft","$436,602",Single Family,1938,Forced air,Central,Carport,"5,649 sqft",$186,Great solar potentialSun Number™: 94.23,"$2,306","$1,716/mo",$0/mo,$429/mo,$161/mo,$0/mo,Not included
"196 NW 60th St, Miami, FL",https://www.zillow.com/homedetails/196-NW-60th-St-Miami-FL-33127/155725995_zpid/,"$599,000",New construction,-- sqft,"$554,863",Multi Family,2019,Forced air,Central,No Data,No Data,,Great solar potentialSun Number™: 94.2,"$2,957","$2,188/mo",$0/mo,$559/mo,$210/mo,$0/mo,Not included
"520 Brickell Key Dr APT A1201, Miami, FL 33131",https://www.zillow.com/homedetails/520-Brickell-Key-Dr-APT-A1201-Miami-FL-33131/43872315_zpid/,"$350,000",For sale by owner,724 sqft,,Condo,1982,Forced air,Central,1 space,$416/month,$483,Great solar potentialSun Number™: 86.3,"$2,170","$1,305/mo",$0/mo,$327/mo,$123/mo,$416/mo,Not included
"1451 Brickell Ave UNIT 2305, Miami, FL",https://www.zillow.com/homedetails/1451-Brickell-Ave-UNIT-2305-Miami-FL-33131/247680590_zpid/,"$890,000",New construction,"1,298 sqft","$834,577",Condo,2017,Forced air,Central,2 spaces,"$1,850/month",$686,Great solar potentialSun Number™: 94.3,"$6,465","$3,473/mo",$0/mo,$831/mo,$312/mo,"$1,850/mo",Not included
"Unit 907 Plan, PARAMOUNT Miami Worldcenter",https://www.zillow.com/community/paramount-miami-worldcenter/2082434290_zpid/,"$1,183,000+",New construction,"1,688 sqft","$1,074,793",Condo,2019,No Data,No Data,1 space,No Data,$701,Great solar potentialSun Number™: 94.3,"$6,135",,,,,,
"500 NW 44th St, Miami, FL 33127",https://www.zillow.com/homedetails/500-NW-44th-St-Miami-FL-33127/43813799_zpid/,"$259,000",House for sale,247 sqft,,Single Family,1934,No Data,No Data,No Data,"5,000 sqft","$1,049",Great solar potentialSun Number™: 78.9,"$1,990",$966/mo,$0/mo,$242/mo,$91/mo,$692/mo,Not included
"3701 El Prado Blvd, Miami, FL 33133",https://www.zillow.com/homedetails/3701-El-Prado-Blvd-Miami-FL-33133/43864499_zpid/,"$989,000",House for sale,"1,227 sqft","$941,172",Single Family,1956,Forced air,Central,2 spaces,"9,522 sqft",$806,Good solar potentialSun Number™: 67.83,"$5,129","$3,859/mo",$0/mo,$923/mo,$346/mo,$0/mo,Not included
"(undisclosed Address), Miami, FL 33127",https://www.zillow.com/homedetails/(undisclosed-Address)-Miami-FL-33127/2082151727_zpid/,"$1,100,000",Apartment for sale,"1,512 sqft","$1,018,518",Multi Family,1967,Electric,Other,No Data,$728,,,"$5,704","$4,293/mo",$0/mo,"$1,027/mo",$385/mo,$0/mo,Not included
"615 NW 25th Ct, Miami, FL 33125",https://www.zillow.com/homedetails/615-NW-25th-Ct-Miami-FL-33125/43840087_zpid/,"$389,900",For sale by owner,"2,365 sqft","$384,495",Multi Family,1935,No Data,No Data,4 spaces,$165,,Great solar potentialSun Number™: 94.23,"$1,954","$1,454/mo",$0/mo,$364/mo,$136/mo,$0/mo,Not included
"5420 SW 5th St, Coral Gables, FL 33134",https://www.zillow.com/homedetails/5420-SW-5th-St-Coral-Gables-FL-33134/43846304_zpid/,"$475,000",House for sale,"2,241 sqft",,Single Family,1950,Other,Central,No Data,"5,201 sqft",$212,Great solar potentialSun Number™: 94.23,"$2,381","$1,772/mo",$0/mo,$443/mo,$166/mo,$0/mo,Not included
"1331 Brickell Bay Dr APT 3307, Miami, FL 33131",https://www.zillow.com/homedetails/1331-Brickell-Bay-Dr-APT-3307-Miami-FL-33131/64502870_zpid/,"$1,899,900",Condo for sale,"2,130 sqft","$1,761,219",Condo,2004,Heat pump,Central,Attached Garage,"$1,939/month",$892,Great solar potentialSun Number™: 94.3,"$11,791","$7,414/mo",$0/mo,"$1,773/mo",$665/mo,"$1,939/mo",Not included
"2720 SW 2nd Ave, Miami, FL 33129",https://www.zillow.com/homedetails/2720-SW-2nd-Ave-Miami-FL-33129/43865506_zpid/,"$624,000",For sale by owner,"1,562 sqft","$576,656",Single Family,1951,Forced air,Central,2 spaces,"5,135 sqft",$399,Great solar potentialSun Number™: 89.43,"$3,236","$2,435/mo",$0/mo,$582/mo,$218/mo,$0/mo,Not included
"3670 SW 9th Ter # 10A, Miami, FL 33135",https://www.zillow.com/homedetails/3670-SW-9th-Ter-10A-Miami-FL-33135/43849361_zpid/,"$175,000",Condo for sale,725 sqft,"$165,758",Condo,1949,No Data,Central,No Data,$175/month,$241,Great solar potentialSun Number™: 87.02,"$1,067",$668/mo,$0/mo,$163/mo,$61/mo,$175/mo,Not included
"2529 SW 65th Ave, Miami, FL 33155",https://www.zillow.com/homedetails/2529-SW-65th-Ave-Miami-FL-33155/44188572_zpid/,"$724,900",For sale by owner,"2,500 sqft",,Single Family,2018,Forced air,Central,2 spaces,"6,939 sqft",$290,Great solar potentialSun Number™: 86.14,"$3,759","$2,829/mo",$0/mo,$677/mo,$254/mo,$0/mo,Not included
"1800 N Bayshore Dr APT 3415, Miami, FL 33132",https://www.zillow.com/homedetails/1800-N-Bayshore-Dr-APT-3415-Miami-FL-33132/82067010_zpid/,"$540,000",Condo for sale,"1,810 sqft","$508,260",Condo,2007,Forced air,Central,1 space,$692/month,$298,Great solar potentialSun Number™: 87.9,"$3,399","$2,014/mo",$0/mo,$504/mo,$189/mo,$692/mo,Not included
"1717 N Bayshore Dr # A-2640, Miami, FL 33132",https://www.zillow.com/homedetails/1717-N-Bayshore-Dr-A-2640-Miami-FL-33132/43832412_zpid/,"$540,000",Condo for sale,"1,390 sqft","$505,544",Condo,1986,Forced air,Central,1 space,$790/month,$388,,"$3,497","$2,014/mo",$0/mo,$504/mo,$189/mo,$790/mo,Not included
"1060 NE 86th St, Miami, FL 33138",https://www.zillow.com/homedetails/1060-NE-86th-St-Miami-FL-33138/43828357_zpid/,"$649,000",House for sale,"1,674 sqft","$621,731",Single Family,1949,Forced air,Central,Attached Garage,"7,501 sqft",$388,Great solar potentialSun Number™: 79,"$3,366","$2,533/mo",$0/mo,$606/mo,$227/mo,$0/mo,Not included
"111 NE 43rd St, Miami, FL 33137",https://www.zillow.com/homedetails/111-NE-43rd-St-Miami-FL-33137/43815277_zpid/,"$1,128,000",House for sale,"3,296 sqft",,Single Family,1926,Forced air,Central,Attached Garage,"5,248 sqft",$342,Great solar potentialSun Number™: 83,"$5,849","$4,402/mo",$0/mo,"$1,053/mo",$395/mo,$0/mo,Not included
"238 NW 41st St, Miami, FL 33127",https://www.zillow.com/homedetails/238-NW-41st-St-Miami-FL-33127/43813644_zpid/,"$359,995",House for sale,"1,493 sqft",,Single Family,1969,Forced air,Central,No Data,"5,248 sqft",$241,Great solar potentialSun Number™: 94.1,"$1,805","$1,343/mo",$0/mo,$336/mo,$126/mo,$0/mo,Not included
"1717 N Bayshore Dr # A-1649, Miami, FL 33132",https://www.zillow.com/homedetails/1717-N-Bayshore-Dr-A-1649-Miami-FL-33132/43832656_zpid/,"$369,000",Condo for sale,"1,004 sqft","$348,390",Condo,1981,Forced air,Central,1 space,$648/month,$368,,"$2,498","$1,376/mo",$0/mo,$344/mo,$129/mo,$648/mo,Not included
"Unit 806 Plan, PARAMOUNT Miami Worldcenter",https://www.zillow.com/community/paramount-miami-worldcenter/2082458665_zpid/,"$775,000+",New construction,"1,318 sqft","$737,980",Condo,2019,No Data,No Data,1 space,No Data,$588,,"$4,019",,,,,,
"651 SW 32nd Ave, Miami, FL 33135",https://www.zillow.com/homedetails/651-SW-32nd-Ave-Miami-FL-33135/43842314_zpid/,"$267,900",Foreclosure,"1,229 sqft","$320,585",Single Family,1948,Forced air,Central,No Data,"6,695 sqft",$218,Great solar potentialSun Number™: 89.43,"$1,343",$999/mo,$0/mo,$250/mo,$94/mo,$0/mo,Not included
"3673 Justison Rd, Miami, FL 33133",https://www.zillow.com/homedetails/3673-Justison-Rd-Miami-FL-33133/63831116_zpid/,"$1,550,000",House for sale,"3,218 sqft","$1,472,287",Single Family,2005,Forced air,Central,Attached Garage,"7,487 sqft",$482,Great solar potentialSun Number™: 89.43,"$8,038","$6,049/mo",$0/mo,"$1,447/mo",$543/mo,$0/mo,Not included
"600 NE 27th St APT 604, Miami, FL 33137",https://www.zillow.com/homedetails/600-NE-27th-St-APT-604-Miami-FL-33137/162030215_zpid/,"$579,000",Condo for sale,"1,168 sqft",,Condo,2015,No Data,Central,Attached Garage,No Data,$496,Great solar potentialSun Number™: 94.2,"$2,858","$2,115/mo",$0/mo,$540/mo,$203/mo,$0/mo,Not included
"1 Glen Royal Pkwy APT 503, Miami, FL 33125",https://www.zillow.com/homedetails/1-Glen-Royal-Pkwy-APT-503-Miami-FL-33125/82418625_zpid/,"$170,000",Condo for sale,816 sqft,"$160,160",Condo,2007,Forced air,Central,1 space,$305/month,$208,Great solar potentialSun Number™: 94.23,"$1,172",$649/mo,$0/mo,$159/mo,$60/mo,$305/mo,Not included
"2253 NW 32nd St, Miami, FL 33142",https://www.zillow.com/homedetails/2253-NW-32nd-St-Miami-FL-33142/43817883_zpid/,"$450,000",House for sale,"1,536 sqft","$425,231",Single Family,1934,Forced air,"Central, Wall",No Data,"5,758 sqft",$293,Great solar potentialSun Number™: 88.5,"$2,256","$1,678/mo",$0/mo,$420/mo,$158/mo,$0/mo,Not included
"6271 SW 2nd St, Miami, FL 33144",https://www.zillow.com/homedetails/6271-SW-2nd-St-Miami-FL-33144/43834724_zpid/,"$449,900",House for sale,"1,753 sqft","$426,879",Single Family,1948,Forced air,Central,No Data,"6,451 sqft",$257,Great solar potentialSun Number™: 94.23,"$2,442","$1,678/mo",$0/mo,$420/mo,$157/mo,$187/mo,Not included
"92 SW 3rd St APT 1505, Miami, FL 33130",https://www.zillow.com/homedetails/92-SW-3rd-St-APT-1505-Miami-FL-33130/113379016_zpid/,"$429,000",Condo for sale,"1,340 sqft","$401,282",Condo,2010,Forced air,Central,1 space,$880/month,$320,Great solar potentialSun Number™: 94.3,"$3,031","$1,600/mo",$0/mo,$400/mo,$150/mo,$880/mo,Not included
"950 Brickell Bay Dr APT 3502, Miami, FL 33131",https://www.zillow.com/homedetails/950-Brickell-Bay-Dr-APT-3502-Miami-FL-33131/92448535_zpid/,"$398,000",Condo for sale,688 sqft,"$375,389",Condo,2008,Forced air,Other,1 space,$500/month,$578,Great solar potentialSun Number™: 94.3,"$2,495","$1,484/mo",$0/mo,$371/mo,$139/mo,$500/mo,Not included
"300 S Biscayne Blvd # L-626, Miami, FL 33131",https://www.zillow.com/homedetails/300-S-Biscayne-Blvd-L-626-Miami-FL-33131/92436871_zpid/,"$298,000",Condo for sale,762 sqft,,Condo,2008,Forced air,Central,1 space,$670/month,$391,Great solar potentialSun Number™: 94.3,"$2,164","$1,111/mo",$0/mo,$278/mo,$104/mo,$670/mo,Not included
"950 NE 83rd St, Miami, FL 33138",https://www.zillow.com/homedetails/950-NE-83rd-St-Miami-FL-33138/43826974_zpid/,"$699,000",House for sale,"1,899 sqft","$674,410",Single Family,1954,Forced air,Central,1 space,"10,079 sqft",$368,Limited solar potentialSun Number™: 45.4,"$3,625","$2,728/mo",$0/mo,$652/mo,$245/mo,$0/mo,Not included
"333 NE 24th St APT 1501, Miami, FL 33137",https://www.zillow.com/homedetails/333-NE-24th-St-APT-1501-Miami-FL-33137/92445293_zpid/,"$425,000",Condo for sale,"1,133 sqft","$400,227",Condo,2008,Forced air,Central,1 space,$673/month,$375,Great solar potentialSun Number™: 92.6,"$2,803","$1,585/mo",$0/mo,$397/mo,$149/mo,$673/mo,Not included
"1150 SW 11th St, Miami, FL 33129",https://www.zillow.com/homedetails/1150-SW-11th-St-Miami-FL-33129/43852789_zpid/,"$487,000",House for sale,"1,331 sqft","$460,662",Single Family,1928,Forced air,Central,Off street,"7,501 sqft",$366,Great solar potentialSun Number™: 94.23,"$2,441","$1,816/mo",$0/mo,$455/mo,$170/mo,$0/mo,Not included
"3958 SW 62nd Ave, Miami, FL 33155",https://www.zillow.com/homedetails/3958-SW-62nd-Ave-Miami-FL-33155/44187963_zpid/,"$575,000",House for sale,"2,089 sqft","$554,662",Single Family,1988,Forced air,Central,1 space,"6,952 sqft",$275,Great solar potentialSun Number™: 94.23,"$2,838","$2,100/mo",$0/mo,$537/mo,$201/mo,$0/mo,Not included
"2627 S Bayshore Dr APT 2703, Miami, FL 33133",https://www.zillow.com/homedetails/2627-S-Bayshore-Dr-APT-2703-Miami-FL-33133/70774968_zpid/,"$2,799,000",Condo for sale,"2,640 sqft","$2,609,878",Condo,2006,Forced air,Central,No Data,"$2,238/month","$1,060",Great solar potentialSun Number™: 94.23,"$16,753","$10,923/mo",$0/mo,"$2,612/mo",$980/mo,"$2,238/mo",Not included
"3429 SW 7th St, Miami, FL 33135",https://www.zillow.com/homedetails/3429-SW-7th-St-Miami-FL-33135/2118334085_zpid/,"$550,000",Apartment for sale,"2,647 sqft","$513,134",Multi Family,1925,Forced air,Central,1 space,$208,,Great solar potentialSun Number™: 88.63,"$2,757","$2,051/mo",$0/mo,$513/mo,$193/mo,$0/mo,Not included
"488 NE 18th St UNIT 5002, Miami, FL",https://www.zillow.com/homedetails/488-NE-18th-St-UNIT-5002-Miami-FL-33132/2085651476_zpid/,"$510,000",New construction,794 sqft,"$482,120",Condo,2018,Forced air,Central,1 space,$560/month,$642,,"$3,117","$1,902/mo",$0/mo,$476/mo,$179/mo,$560/mo,Not included
"1000 Biscayne Blvd FL 5001-FULL, Miami, FL 33132",https://www.zillow.com/homedetails/1000-Biscayne-Blvd-FL-5001-FULL-Miami-FL-33132/2082164782_zpid/,"$18,800,000",Condo for sale,-- sqft,,Condo,2019,No Data,Central,No Data,No Data,No Data,,"$97,491","$73,364/mo",$0/mo,"$17,547/mo","$6,580/mo",$0/mo,Not included
"68 SE 6th St APT 1208, Miami, FL 33131",https://www.zillow.com/homedetails/68-SE-6th-St-APT-1208-Miami-FL-33131/247651587_zpid/,"$599,000",Condo for sale,976 sqft,"$565,997",Condo,2016,Forced air,Central,No Data,$832/month,$614,Great solar potentialSun Number™: 89.5,"$3,789","$2,188/mo",$0/mo,$559/mo,$210/mo,$832/mo,Not included
"335 S Biscayne Blvd APT 1506, Miami, FL 33131",https://www.zillow.com/homedetails/335-S-Biscayne-Blvd-APT-1506-Miami-FL-33131/70776583_zpid/,"$239,000",Condo for sale,507 sqft,"$228,845",Condo,2005,Forced air,Central,No Data,$307/month,$471,Great solar potentialSun Number™: 89.5,"$1,525",$912/mo,$0/mo,$223/mo,$84/mo,$307/mo,Not included
"1000 Biscayne Blvd UNIT 4202, Miami, FL 33132",https://www.zillow.com/homedetails/1000-Biscayne-Blvd-UNIT-4202-Miami-FL-33132/2087541739_zpid/,"$7,325,000",Condo for sale,"5,576 sqft",,Condo,2019,No Data,Central,No Data,No Data,"$1,314",,"$37,985","$28,585/mo",$0/mo,"$6,837/mo","$2,564/mo",$0/mo,Not included
"1000 Biscayne Blvd UNIT 1501, Miami, FL 33132",https://www.zillow.com/homedetails/1000-Biscayne-Blvd-UNIT-1501-Miami-FL-33132/2082166686_zpid/,"$5,650,000",Condo for sale,-- sqft,,Condo,2019,No Data,Central,No Data,No Data,No Data,,"$29,299","$22,048/mo",$0/mo,"$5,273/mo","$1,978/mo",$0/mo,Not included
"1000 Biscayne Blvd UNIT 3202, Miami, FL 33132",https://www.zillow.com/homedetails/1000-Biscayne-Blvd-UNIT-3202-Miami-FL-33132/2082166684_zpid/,"$5,950,000",Condo for sale,-- sqft,,Condo,2019,No Data,Central,No Data,No Data,No Data,,"$30,855","$23,219/mo",$0/mo,"$5,553/mo","$2,083/mo",$0/mo,Not included
"1200 Brickell Bay Dr APT 1807, Miami, FL 33131",https://www.zillow.com/homedetails/1200-Brickell-Bay-Dr-APT-1807-Miami-FL-33131/64677279_zpid/,"$275,000",Condo for sale,778 sqft,"$261,620",Condo,2004,Forced air,Central,No Data,$348/month,$353,Great solar potentialSun Number™: 94.3,"$1,727","$1,026/mo",$0/mo,$257/mo,$96/mo,$348/mo,Not included
"3048 Indiana St # B, Miami, FL 33133",https://www.zillow.com/homedetails/3048-Indiana-St-B-Miami-FL-33133/43862713_zpid/,"$585,000",Condo for sale,"1,290 sqft","$559,640",Condo,1991,No Data,No Data,No Data,$416/month,$453,Great solar potentialSun Number™: 94.23,"$3,303","$2,137/mo",$0/mo,$546/mo,$205/mo,$416/mo,Not included
"851 NE 1st Ave # 2601, Miami, FL 33132",https://www.zillow.com/homedetails/851-NE-1st-Ave-2601-Miami-FL-33132/2082169613_zpid/,"$1,695,000",Condo for sale,"2,376 sqft","$1,545,165",Condo,2019,Forced air,Central,Attached Garage,"$1,812/month",$713,,"$10,602","$6,614/mo",$0/mo,"$1,582/mo",$593/mo,"$1,812/mo",Not included
"801 Brickell Key Blvd APT 2507, Miami, FL 33131",https://www.zillow.com/homedetails/801-Brickell-Key-Blvd-APT-2507-Miami-FL-33131/62926636_zpid/,"$355,000",Condo for sale,878 sqft,"$333,614",Condo,2002,Forced air,Central,1 space,"$54,582/month",$404,Great solar potentialSun Number™: 94.3,"$56,362","$1,324/mo",$0/mo,$331/mo,$124/mo,"$54,582/mo",Not included
"801 Brickell Key Blvd APT 3110, Miami, FL 33131",https://www.zillow.com/homedetails/801-Brickell-Key-Blvd-APT-3110-Miami-FL-33131/62926712_zpid/,"$555,000",Condo for sale,"1,303 sqft","$518,000",Condo,2002,Forced air,Central,2 spaces,$0/month,$426,Great solar potentialSun Number™: 94.3,"$2,782","$2,070/mo",$0/mo,$518/mo,$194/mo,$0/mo,Not included
"901 Brickell Key Blvd APT 608, Miami, FL 33131",https://www.zillow.com/homedetails/901-Brickell-Key-Blvd-APT-608-Miami-FL-33131/70591114_zpid/,"$795,000",Condo for sale,"1,301 sqft","$739,860",Condo,2005,Forced air,Central,Attached Garage,$850/month,$611,Great solar potentialSun Number™: 94.3,"$4,973","$3,102/mo",$0/mo,$742/mo,$278/mo,$850/mo,Not included
"820 NE 74th St, Miami, FL 33138",https://www.zillow.com/homedetails/820-NE-74th-St-Miami-FL-33138/43827478_zpid/,"$675,000",House for sale,"1,680 sqft","$651,205",Single Family,1941,Other,Other,Attached Garage,"7,078 sqft",$402,Great solar potentialSun Number™: 94.2,"$3,500","$2,634/mo",$0/mo,$630/mo,$236/mo,$0/mo,Not included
"2611 SW 4th Ave, Miami, FL 33129",https://www.zillow.com/homedetails/2611-SW-4th-Ave-Miami-FL-33129/43866754_zpid/,"$1,095,000",House for sale,"1,939 sqft","$1,016,913",Single Family,1945,Forced air,Other,2 spaces,0.33 acres,$565,Great solar potentialSun Number™: 91.83,"$6,370","$4,273/mo",$0/mo,"$1,022/mo",$383/mo,$692/mo,Not included
"2715 Tigertail Ave APT 102, Miami, FL 33133",https://www.zillow.com/homedetails/2715-Tigertail-Ave-APT-102-Miami-FL-33133/43861866_zpid/,"$320,000",Condo for sale,534 sqft,"$304,658",Condo,1974,Forced air,Central,No Data,$308/month,$599,Great solar potentialSun Number™: 88.63,"$1,912","$1,193/mo",$0/mo,$299/mo,$112/mo,$308/mo,Not included
"Unit 3201 Plan, PARAMOUNT Miami Worldcenter",https://www.zillow.com/community/paramount-miami-worldcenter/2082434274_zpid/,"$1,692,000+",New construction,"2,376 sqft","$1,544,141",Condo,2019,No Data,No Data,1 space,No Data,$712,,"$8,774",,,,,,
"1416 NW 71st St, Miami, FL 33147",https://www.zillow.com/homedetails/1416-NW-71st-St-Miami-FL-33147/92426736_zpid/,"$220,000",House for sale,"1,226 sqft","$214,306",Single Family,2009,Forced air,No Data,No Data,"4,138 sqft",$179,Great solar potentialSun Number™: 88.5,"$1,814",$839/mo,$0/mo,$205/mo,$77/mo,$692/mo,Not included
"485 Brickell Ave APT 3110, Miami, FL 33131",https://www.zillow.com/homedetails/485-Brickell-Ave-APT-3110-Miami-FL-33131/92447298_zpid/,"$730,000",Condo for sale,"1,347 sqft","$690,484",Condo,2011,No Data,Central,Off street,"$1,481/month",$542,Great solar potentialSun Number™: 94.3,"$5,267","$2,849/mo",$0/mo,$681/mo,$256/mo,"$1,481/mo",Not included
