Title,Title_link,list-card-price,list-card-type,Field1,Field2,list-card-details,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA/Lot,Price/sqft,Monthly cost
"676 Park Village Dr NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/676-Park-Village-Dr-NE-Atlanta-GA-30306/35851231_zpid/,"$349,900",Townhouse for sale,2 bds,2 ba,"1,024 sqft","$340,008",Townhouse,1987,Forced air,Central,2 spaces,"1,023 sqft",$342,"$1,969"
"1919 S Gordon St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1919-S-Gordon-St-SW-Atlanta-GA-30310/35855109_zpid/,"$360,000",House for sale,3 bds,2 ba,"1,433 sqft","$350,208",Single Family,1952,Forced air,Central,No Data,"10,410 sqft",$251,"$1,768"
"The Camber Plan, Plateau West",https://www.zillow.com/community/plateau-west/2082434178_zpid/,"$799,900+",New construction,2 bds,4 ba,"2,643 sqft","$781,720",Townhouse,2019,No Data,No Data,No Data,No Data,$303,"$4,059"
"306 Plan, United Lofts",https://www.zillow.com/community/united-lofts/2082180854_zpid/,"$359,900+",New construction,2 bds,2 ba,"1,293 sqft","$342,019",Condo,2019,Heat pump,Central,"Carport, Off street, On street",$195/month,$278,"$1,963"
"2129 Hosea L Williams Dr SE, Atlanta, GA 30317",https://www.zillow.com/homedetails/2129-Hosea-L-Williams-Dr-SE-Atlanta-GA-30317/14466081_zpid/,"$619,900",House for sale,4 bds,3 ba,"1,780 sqft","$587,727",Single Family,1986,Forced air,Central,No Data,0.3 acres,$348,"$3,166"
"955 Juniper St NE UNIT 3125, Atlanta, GA 30309",https://www.zillow.com/homedetails/955-Juniper-St-NE-UNIT-3125-Atlanta-GA-30309/65469284_zpid/,"$275,000",Condo for sale,2 bds,1 ba,"1,031 sqft","$269,713",Condo,1996,"Forced air, Heat pump",Central,2 spaces,$310/month,$267,"$1,661"
"1270 Elizabeth Ave SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1270-Elizabeth-Ave-SW-Atlanta-GA-30310/35840829_zpid/,"$135,000",House for sale,3 bds,2 ba,"1,608 sqft","$130,349",Single Family,1962,Other,Central,1 space,0.25 acres,$84,$691
"260 18th St NW UNIT 10319, Atlanta, GA 30363",https://www.zillow.com/homedetails/260-18th-St-NW-UNIT-10319-Atlanta-GA-30363/2082122533_zpid/,"$354,900",Townhouse for sale,2 bds,2 ba,"1,094 sqft","$344,315",Townhouse,2005,Forced air,Central,2 spaces,No Data,$324,"$2,095"
"1325 Peachtree St NE APT 802, Atlanta, GA 30309",https://www.zillow.com/homedetails/1325-Peachtree-St-NE-APT-802-Atlanta-GA-30309/35897996_zpid/,"$550,000",House for sale,2 bds,2 ba,"1,441 sqft",,Single Family,1924,Forced air,Central,2 spaces,"1,306 sqft",$382,"$3,568"
"1816 N Ave Nw, Atlanta, GA 30318",https://www.zillow.com/homedetails/1816-N-Ave-Nw-Atlanta-GA-30318/35855788_zpid/,"$289,900",House for sale,3 bds,2 ba,"1,480 sqft","$279,913",Single Family,1938,Forced air,Central,4 spaces,0.31 acres,$196,"$1,424"
"1816 N Ave Nw, Atlanta, GA 30318",https://www.zillow.com/homedetails/1816-N-Ave-Nw-Atlanta-GA-30318/35855788_zpid/,"$289,900",House for sale,3 bds,2 ba,"1,480 sqft","$279,913",Single Family,1938,Forced air,Central,4 spaces,0.31 acres,$196,"$1,424"
"Alder Plan, Bixton",https://www.zillow.com/community/bixton/2082448195_zpid/,"$471,900+",New construction,3 bds,4 ba,"2,400 sqft","$462,403",Single Family,2019,No Data,No Data,2 spaces,No Data,$197,"$2,334"
"675 Greenwood Ave NE APT 105, Atlanta, GA 30306",https://www.zillow.com/homedetails/675-Greenwood-Ave-NE-APT-105-Atlanta-GA-30306/71757615_zpid/,"$720,000",Condo for sale,2 bds,3 ba,"1,813 sqft","$704,355",Condo,1925,Forced air,Central,2 spaces,$424/month,$397,"$4,078"
"2657 Lenox Rd NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/2657-Lenox-Rd-NE-Atlanta-GA-30324/2109593788_zpid/,"$205,000",Condo for sale,2 bds,2 ba,949 sqft,"$197,545",Condo,1994,Forced air,Central,1 space,$298/month,$216,"$1,347"
"1823 Monroe Dr NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/1823-Monroe-Dr-NE-Atlanta-GA-30324/35931895_zpid/,"$569,900",House for sale,3 bds,4 ba,"2,033 sqft","$554,702",Single Family,1987,"Forced air, Heat pump",Central,2 spaces,"3,484 sqft",$280,"$2,795"
"1673 Langston Ave SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1673-Langston-Ave-SW-Atlanta-GA-30310/69343730_zpid/,"$203,856",Auction,3 bds,3 ba,"1,604 sqft",,Single Family,2006,Other,"Central, Other",No Data,0.31 acres,,"$1,044"
"524 Glen Iris Dr NE, Atlanta, GA 30308",https://www.zillow.com/homedetails/524-Glen-Iris-Dr-NE-Atlanta-GA-30308/35879242_zpid/,$--,Auction,4 bds,2 ba,"1,407 sqft",,Single Family,1920,Forced air,Other,"Off street, Attached Garage","6,098 sqft",,$0
"2927 Besto Dr NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2927-Besto-Dr-NW-Atlanta-GA-30318/35924155_zpid/,"$85,376",Auction,3 bds,2 ba,"1,106 sqft",,Single Family,1969,Forced air,Central,No Data,"7,840 sqft",,$456
"564 Goldsboro Rd NE APT B, Atlanta, GA 30307",https://www.zillow.com/homedetails/564-Goldsboro-Rd-NE-APT-B-Atlanta-GA-30307/112833038_zpid/,"$159,976",Auction,2 bds,1 ba,840 sqft,,Condo,1951,Forced air,Central,1 space,No Data,,$824
"2095 W Cedar Ln SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/2095-W-Cedar-Ln-SW-Atlanta-GA-30311/35858732_zpid/,"$164,544",Auction,3 bds,3 ba,"2,017 sqft",,Single Family,1955,Other,Central,No Data,1.13 acres,,$842
"663 Woodward Ave SE, Atlanta, GA 30312",https://www.zillow.com/homedetails/663-Woodward-Ave-SE-Atlanta-GA-30312/71752512_zpid/,"$460,051",Auction,3 bds,-- ba,"2,200 sqft",,Single Family,2005,Forced air,Central,On street,"4,966 sqft",,"$2,260"
"435 Highland Ave NE, Atlanta, GA 30312",https://www.zillow.com/homedetails/435-Highland-Ave-NE-Atlanta-GA-30312/69364807_zpid/,"$165,370",Auction,2 bds,-- ba,937 sqft,,Single Family,2003,"Forced air, Heat pump",Central,Attached Garage,797 sqft,,"$1,071"
"1179 Tuckawanna Dr SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/1179-Tuckawanna-Dr-SW-Atlanta-GA-30311/35870161_zpid/,"$188,684",Auction,3 bds,2 ba,"1,645 sqft",,Single Family,1958,Forced air,Central,No Data,1.79 acres,,$966
"694 Lexington Ave SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/694-Lexington-Ave-SW-Atlanta-GA-30310/35831401_zpid/,"$277,996",Auction,4 bds,2 ba,"1,855 sqft",,Single Family,1920,Other,Central,No Data,"10,454 sqft",,"$1,365"
"20 Iron Bound Pl NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/20-Iron-Bound-Pl-NW-Atlanta-GA-30318/35920675_zpid/,"$278,500",Townhouse for sale,2 bds,3 ba,"1,320 sqft","$271,358",Townhouse,1979,No Data,Central,2 spaces,"1,306 sqft",$211,"$1,651"
"103 Plan, United Lofts",https://www.zillow.com/community/united-lofts/2082130999_zpid/,"$229,900+",New construction,1 bd,1 ba,757 sqft,"$217,546",Condo,2019,Heat pump,Central,"Carport, Off street, On street",No Data,$304,"$1,177"
"334 Gibson St SE # 14, Atlanta, GA 30316",https://www.zillow.com/homedetails/334-Gibson-St-SE-14-Atlanta-GA-30316/2082131353_zpid/,"$599,900",Townhouse for sale,2 bds,4 ba,"2,277 sqft","$571,997",Townhouse,No Data,No Data,No Data,No Data,No Data,$263,"$2,942"
"330 Gibson St SE # 12, Atlanta, GA 30316",https://www.zillow.com/homedetails/330-Gibson-St-SE-12-Atlanta-GA-30316/2082131357_zpid/,"$574,900",Townhouse for sale,2 bds,4 ba,"2,277 sqft","$548,160",Townhouse,No Data,No Data,No Data,No Data,No Data,$252,"$2,820"
"328 Gibson St SE # 11, Atlanta, GA 30316",https://www.zillow.com/homedetails/328-Gibson-St-SE-11-Atlanta-GA-30316/2082131352_zpid/,"$599,900",Townhouse for sale,2 bds,4 ba,"2,277 sqft","$571,803",Townhouse,No Data,No Data,No Data,No Data,No Data,$263,"$2,942"
"332 Gibson St SE # 13, Atlanta, GA 30316",https://www.zillow.com/homedetails/332-Gibson-St-SE-13-Atlanta-GA-30316/2082131355_zpid/,"$574,900",Townhouse for sale,2 bds,4 ba,"2,277 sqft","$548,160",Townhouse,No Data,No Data,No Data,No Data,No Data,$252,"$2,820"
"82 Rogers St NE, Atlanta, GA",https://www.zillow.com/homedetails/82-Rogers-St-NE-Atlanta-GA-30317/2082132271_zpid/,"$650,217",New construction,3 bds,4 ba,"2,133 sqft","$623,168",Single Family,2019,No Data,No Data,2 spaces,No Data,$305,"$3,321"
"576 Broadview Pl NE, Atlanta, GA",https://www.zillow.com/homedetails/576-Broadview-Pl-NE-Atlanta-GA-30324/249123101_zpid/,"$633,663",New construction,3 bds,3 ba,"2,074 sqft","$616,011",Single Family,No Data,No Data,No Data,2 spaces,"1,612 sqft",$306,"$3,215"
"The Lochner Plan, Plateau West",https://www.zillow.com/community/plateau-west/2082434168_zpid/,"$649,900+",New construction,2 bds,4 ba,"2,466 sqft","$638,758",Townhouse,2019,No Data,No Data,No Data,No Data,$264,"$3,298"
"2628 Church St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2628-Church-St-NW-Atlanta-GA-30318/35923641_zpid/,"$299,900",House for sale,3 bds,2 ba,"1,400 sqft","$291,938",Single Family,1920,Forced air,Central,No Data,0.34 acres,$214,"$1,473"
"Galen Plan, Hampshire Park",https://www.zillow.com/community/hampshire-park/2082898948_zpid/,"$218,100+",New construction,4 bds,3 ba,"2,338 sqft","$214,116",Single Family,2019,No Data,No Data,2 spaces,No Data,$93,"$1,117"
"The Fairlie Plan, Pratt Stacks",https://www.zillow.com/community/pratt-stacks/2082336533_zpid/,"$454,900+",New construction,4 bds,3 ba,"2,264 sqft","$443,045",Townhouse,2019,No Data,No Data,1 space,No Data,$201,"$2,234"
"300 Peachtree St NE APT 21J, Atlanta, GA 30308",https://www.zillow.com/homedetails/300-Peachtree-St-NE-APT-21J-Atlanta-GA-30308/2088242486_zpid/,"$215,000",Condo for sale,1 bd,1 ba,722 sqft,"$207,037",Condo,1962,No Data,Central,No Data,$499/month,$298,"$1,600"
"728 Garibaldi St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/728-Garibaldi-St-SW-Atlanta-GA-30310/35890226_zpid/,"$500,000",House for sale,4 bds,3 ba,"2,600 sqft","$474,813",Single Family,2006,Forced air,Central,Detached Garage,9 acres,$192,"$2,456"
"Sandlewood Plan, Cascades",https://www.zillow.com/community/cascades/2082949546_zpid/,"$230,900+",New construction,3 bds,3 ba,"1,954 sqft","$226,682",Single Family,2019,No Data,No Data,2 spaces,No Data,$118,"$1,182"
"2214 Peachtree Rd NW, Atlanta, GA 30309",https://www.zillow.com/homedetails/2214-Peachtree-Rd-NW-Atlanta-GA-30309/35900969_zpid/,"$209,000",Condo for sale,2 bds,1 ba,"1,151 sqft","$202,980",Condo,1938,Forced air,Other,2 spaces,$400/month,$182,"$1,470"
"1787 Westmoreland Ln NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1787-Westmoreland-Ln-NW-Atlanta-GA-30318/171603486_zpid/,"$430,000",House for sale,3 bds,3 ba,"2,480 sqft","$418,589",Single Family,2015,Forced air,Central,Detached Garage,"6,098 sqft",$173,"$2,220"
"165 Sunset Ave NW, Atlanta, GA 30314",https://www.zillow.com/homedetails/165-Sunset-Ave-NW-Atlanta-GA-30314/35832226_zpid/,"$275,000",House for sale,3 bds,2 ba,"2,357 sqft","$265,729",Single Family,1920,Forced air,Central,2 spaces,"6,298 sqft",$117,"$1,351"
"Clifton Plan, Bixton",https://www.zillow.com/community/bixton/2082448196_zpid/,"$566,900+",New construction,3 bds,3 ba,"2,558 sqft","$555,434",Single Family,2019,No Data,No Data,2 spaces,No Data,$222,"$2,799"
"1605 Boulevard Lorraine SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/1605-Boulevard-Lorraine-SW-Atlanta-GA-30311/35858765_zpid/,"$325,000",House for sale,3 bds,3 ba,"1,527 sqft","$311,734",Single Family,1951,Heat pump,Central,1 space,0.45 acres,$213,"$1,596"
"Coming Soon Plan, Easton",https://www.zillow.com/community/easton/2083781043_zpid/,$--,New construction,-- bds,-- ba,-- sqft,,Single Family,2019,No Data,No Data,No Data,No Data,No Data,$0
"110 Bowen Cir SW, Atlanta, GA 30315",https://www.zillow.com/homedetails/110-Bowen-Cir-SW-Atlanta-GA-30315/65462449_zpid/,"$234,900",House for sale,3 bds,3 ba,"1,320 sqft","$242,252",Single Family,2000,Forced air,Central,No Data,"8,712 sqft",$178,"$1,244"
"721 Taylor Ct NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/721-Taylor-Ct-NE-Atlanta-GA-30324/283678125_zpid/,"$449,900",Townhouse for sale,3 bds,3 ba,"1,513 sqft","$439,038",Townhouse,2017,Forced air,Central,2 spaces,"1,001 sqft",$297,"$2,500"
"766 Cooper St SW, Atlanta, GA 30315",https://www.zillow.com/homedetails/766-Cooper-St-SW-Atlanta-GA-30315/69346254_zpid/,"$439,900",House for sale,4 bds,3 ba,"2,000 sqft",,Single Family,2019,Heat pump,Other,No Data,"6,882 sqft",$220,"$2,161"
"925 Garibaldi St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/925-Garibaldi-St-SW-Atlanta-GA-30310/35890639_zpid/,"$99,900",House for sale,2 bds,1 ba,800 sqft,"$97,373",Single Family,1949,Other,Other,No Data,"4,007 sqft",$125,$533
"1070 Sims St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1070-Sims-St-SW-Atlanta-GA-30310/35890977_zpid/,"$99,900",House for sale,3 bds,2 ba,"1,300 sqft","$96,760",Single Family,1950,Other,Other,Off street,"5,009 sqft",$77,$533
"1070 Sims St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1070-Sims-St-SW-Atlanta-GA-30310/35890977_zpid/,"$99,900",House for sale,3 bds,2 ba,"1,300 sqft","$96,760",Single Family,1950,Other,Other,Off street,"5,009 sqft",$77,$533
"452 Rockwell St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/452-Rockwell-St-SW-Atlanta-GA-30310/35890413_zpid/,"$99,900",House for sale,3 bds,1 ba,"1,000 sqft","$96,108",Single Family,1920,Forced air,Other,No Data,"2,178 sqft",$100,$533
"2640 Peachtree Rd NW # 2, Atlanta, GA 30305",https://www.zillow.com/homedetails/2640-Peachtree-Rd-NW-2-Atlanta-GA-30305/2137247725_zpid/,"$2,000,000",Townhouse for sale,3 bds,6 ba,"5,990 sqft","$1,879,936",Townhouse,2008,Forced air,"Central, Other",5 spaces,"3,920 sqft",$334,"$11,724"
"212 Summit North Dr NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/212-Summit-North-Dr-NE-Atlanta-GA-30324/65466703_zpid/,"$140,000",Coming soon,1 bd,1 ba,859 sqft,"$142,359",Condo,1982,Forced air,Central,Off street,$240/month,$163,$957
"860 Peachtree St NE UNIT 1301, Atlanta, GA 30308",https://www.zillow.com/homedetails/860-Peachtree-St-NE-UNIT-1301-Atlanta-GA-30308/2127972341_zpid/,"$859,900",Condo for sale,3 bds,3 ba,"1,875 sqft","$838,267",Condo,2005,No Data,Central,3 spaces,No Data,$459,"$4,363"
"766 Berkeley Ave NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/766-Berkeley-Ave-NW-Atlanta-GA-30318/35909992_zpid/,"$395,000",House for sale,2 bds,2 ba,"1,113 sqft","$383,533",Single Family,1941,Forced air,Central,Carport,"6,359 sqft",$355,"$1,940"
"655 Kennesaw Ave NE, Atlanta, GA 30308",https://www.zillow.com/homedetails/655-Kennesaw-Ave-NE-Atlanta-GA-30308/35880289_zpid/,"$695,000",Apartment for sale,Studio,-- ba,"3,200 sqft","$682,109",Multi Family,1935,Forced air,Central,5 spaces,$217,,"$3,527"
"56 Mortimer St SE, Atlanta, GA 30317",https://www.zillow.com/homedetails/56-Mortimer-St-SE-Atlanta-GA-30317/14467914_zpid/,"$324,900",House for sale,2 bds,1 ba,"1,002 sqft","$294,307",Single Family,1925,Forced air,Central,1 space,"8,712 sqft",$324,"$1,607"
"1600 Westwood Ave SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1600-Westwood-Ave-SW-Atlanta-GA-30310/35847203_zpid/,"$252,000",House for sale,7 bds,3 ba,"1,800 sqft","$241,714",Single Family,1930,Forced air,Central,No Data,"9,931 sqft",$140,"$1,238"
"2367 Cascade Rd SW APT A3, Atlanta, GA 30311",https://www.zillow.com/homedetails/2367-Cascade-Rd-SW-APT-A3-Atlanta-GA-30311/2120296206_zpid/,"$109,900",Condo for sale,2 bds,1 ba,"1,815 sqft","$104,439",Condo,2005,Forced air,Central,No Data,$20/month,$61,$606
"1388 Liberty Pkwy NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1388-Liberty-Pkwy-NW-Atlanta-GA-30318/88815221_zpid/,"$272,500",Townhouse for sale,3 bds,4 ba,"1,326 sqft","$266,178",Townhouse,2005,Forced air,Central,1 space,653 sqft,$206,"$1,653"
"875 Eleanor Ct NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/875-Eleanor-Ct-NW-Atlanta-GA-30318/35865021_zpid/,"$160,000",House for sale,4 bds,2 ba,"1,166 sqft","$152,470",Single Family,1963,Forced air,Central,Attached Garage,0.31 acres,$137,$819
"1820 Peachtree St NW UNIT 1010, Atlanta, GA 30309",https://www.zillow.com/homedetails/1820-Peachtree-St-NW-UNIT-1010-Atlanta-GA-30309/112433066_zpid/,"$788,000",Condo for sale,2 bds,3 ba,"1,834 sqft","$765,125",Condo,2010,Forced air,Central,3 spaces,$673/month,$430,"$4,672"
"Ansley Plan, Hampshire Park",https://www.zillow.com/community/hampshire-park/2082898950_zpid/,"$196,300+",New construction,3 bds,3 ba,"1,663 sqft","$193,991",Single Family,2019,No Data,No Data,1 space,No Data,$118,"$1,005"
"785 Piedmont Ave NE # A, Atlanta, GA 30308",https://www.zillow.com/homedetails/785-Piedmont-Ave-NE-A-Atlanta-GA-30308/2082142641_zpid/,"$895,000",Townhouse for sale,3 bds,4 ba,"2,289 sqft",,Townhouse,1960,Forced air,Central,Attached Garage,No Data,$391,"$4,542"
"919 E Rock Springs Rd NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/919-E-Rock-Springs-Rd-NE-Atlanta-GA-30306/35925645_zpid/,"$649,000",House for sale,4 bds,4 ba,"1,917 sqft",,Single Family,1935,Forced air,Central,No Data,"8,712 sqft",$339,"$3,293"
"621 Moreland Ave SE, Atlanta, GA",https://www.zillow.com/homedetails/621-Moreland-Ave-SE-Atlanta-GA-30316/59934151_zpid/,"$574,900",New construction,4 bds,3 ba,"2,548 sqft","$554,367",Single Family,2019,Forced air,Central,Detached Garage,"7,492 sqft",$226,"$2,839"
"2384 Defoors Ferry Rd NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2384-Defoors-Ferry-Rd-NW-Atlanta-GA-30318/35917036_zpid/,"$525,000",House for sale,3 bds,4 ba,"2,224 sqft","$510,979",Single Family,1984,Gas,Central,Attached Garage,"4,138 sqft",$236,"$2,799"
"250 Pharr Rd NE APT 1115, Atlanta, GA 30305",https://www.zillow.com/homedetails/250-Pharr-Rd-NE-APT-1115-Atlanta-GA-30305/69380843_zpid/,"$265,000",Condo for sale,1 bd,1 ba,779 sqft,"$260,637",Condo,2004,Forced air,Central,1 space,$318/month,$340,"$1,620"
"1973 Cummings Dr SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/1973-Cummings-Dr-SW-Atlanta-GA-30311/35854100_zpid/,"$179,900",House for sale,3 bds,2 ba,"1,210 sqft","$174,543",Single Family,1955,"Forced air, Heat pump",Central,No Data,0.28 acres,$149,$921
"412 E Side Ave SE, Atlanta, GA 30316",https://www.zillow.com/homedetails/412-E-Side-Ave-SE-Atlanta-GA-30316/14456894_zpid/,"$814,000",House for sale,4 bds,3 ba,"2,727 sqft","$807,599",Single Family,1935,Gas,No Data,No Data,"10,454 sqft",$298,"$4,158"
"180 Sewanee Ave NW, Atlanta, GA 30314",https://www.zillow.com/homedetails/180-Sewanee-Ave-NW-Atlanta-GA-30314/35857266_zpid/,"$60,000",For sale by owner,3 bds,1 ba,900 sqft,,Single Family,1956,Other,Central,No Data,"7,501 sqft",$67,$320
"The Atkinson Plan, Plateau West",https://www.zillow.com/community/plateau-west/2082434173_zpid/,"$669,900+",New construction,3 bds,4 ba,"2,466 sqft","$659,007",Townhouse,2019,No Data,No Data,No Data,No Data,$272,"$3,399"
"2660 Peachtree Rd NW APT 12B, Atlanta, GA 30305",https://www.zillow.com/homedetails/2660-Peachtree-Rd-NW-APT-12B-Atlanta-GA-30305/2085533427_zpid/,"$1,095,000",Condo for sale,2 bds,2 ba,"2,403 sqft","$1,053,587",Condo,1987,"Forced air, Heat pump",Central,4 spaces,"$1,233/month",$456,"$6,789"
"231 Glenwood Ave SE, Atlanta, GA 30312",https://www.zillow.com/homedetails/231-Glenwood-Ave-SE-Atlanta-GA-30312/65441429_zpid/,"$395,000",House for sale,3 bds,3 ba,"1,586 sqft","$385,481",Single Family,2003,Forced air,Central,No Data,"4,748 sqft",$249,"$1,940"
"Bordeaux Plan, Cascades",https://www.zillow.com/community/cascades/2084012310_zpid/,"$215,900+",New construction,3 bds,3.5 ba,"1,685 sqft","$210,302",Townhouse,2019,No Data,No Data,2 spaces,No Data,$128,"$1,105"
"686 Alex Way SW, Atlanta, GA 30331",https://www.zillow.com/homedetails/686-Alex-Way-SW-Atlanta-GA-30331/35873893_zpid/,"$123,000",House for sale,3 bds,2 ba,"1,042 sqft","$117,129",Single Family,1986,Forced air,Central,Attached Garage,0.5 acres,$118,$656
"1179 Fair St SW, Atlanta, GA 30314",https://www.zillow.com/homedetails/1179-Fair-St-SW-Atlanta-GA-30314/35834817_zpid/,"$229,000",House for sale,3 bds,2 ba,964 sqft,"$217,250",Single Family,1945,Forced air,Central,1 space,"5,401 sqft",$238,"$1,172"
"2947 Oldknow Dr NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2947-Oldknow-Dr-NW-Atlanta-GA-30318/35864914_zpid/,"$289,000",House for sale,4 bds,4 ba,"3,952 sqft","$273,360",Single Family,1965,Forced air,Central,2 spaces,0.97 acres,$73,"$1,419"
"2001 Albany Dr SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/2001-Albany-Dr-SW-Atlanta-GA-30311/35854050_zpid/,"$325,000",House for sale,4 bds,2 ba,"2,436 sqft",,Single Family,1950,Heat pump,Central,5 spaces,0.39 acres,$133,"$1,596"
"1290 1290 Graymont Dr, Atlanta, GA 30310",https://www.zillow.com/homedetails/1290-1290-Graymont-Dr-Atlanta-GA-30310/2082147830_zpid/,"$130,000",House for sale,3 bds,2 ba,"1,050 sqft","$125,000",Single Family,1950,Forced air,No Data,No Data,"5,662 sqft",$124,$666
"The Boulevard Plan, The Views on Ponce",https://www.zillow.com/community/views-on-ponce/2084427491_zpid/,"$959,315+",New construction,3 bds,4 ba,"2,557 sqft","$934,443",Townhouse,2019,No Data,No Data,2 spaces,No Data,$375,"$4,868"
"000 Larchwood Rd SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/000-Larchwood-Rd-SW-Atlanta-GA-30310/2082148526_zpid/,"$179,999",Lot / Land for sale,1.9 acres lot,,,,,,,,,,,$921
"3060 Lynn Dr SW # 235, Atlanta, GA 30311",https://www.zillow.com/homedetails/3060-Lynn-Dr-SW-235-Atlanta-GA-30311/2082148580_zpid/,"$349,900",House for sale,6 bds,3 ba,"3,028 sqft","$332,108",Single Family,1957,Forced air,Central,No Data,0.44 acres,$116,"$1,719"
